out,in
djvulibre-libs,libstdc++
gcc-toolset-11-libgccjit-docs,gcc-toolset-11-runtime
perl,perl-Hash-Util
perl-inc-latest,perl-libs
ttmkfdir,libgcc
perl-Text-Soundex,glibc
389-ds-base-snmp,nss
dde-control-center,polkit-qt5-1
cryptsetup-reencrypt,cryptsetup-libs
qt5-qtserialbus-examples,qt5-qtserialport
libgnomekbd,GConf2
sblim-sfcb,sblim-sfcCommon
pinentry-emacs,glib2
pulseaudio-module-bluetooth,dbus-libs
totem,libpeas-gtk
java-11-alibaba-dragonwell-demo-slowdebug,java-11-alibaba-dragonwell-slowdebug
libcom_err,glibc
samba-winbind,libtevent
maven-resolver-transport-http,jcl-over-slf4j
perl-Git-SVN,perl
xorg-x11-fonts-ISO8859-14-100dpi,xorg-x11-font-utils
tigervnc-server,libICE
boost,boost-timer
sushi,cairo-gobject
mingw32-glib2,mingw32-gcc
deepin-compressor,kf5-karchive
qt5-qtserialbus,libgcc
opencv-core,libucil
texlive-mflogo-font,texlive-tetex
libxudp,elfutils-libelf
usermode-gtk,gtk2
perl-XML-SAX-Base,perl-libs
pinentry-emacs,glibc
pinentry-gtk,fontconfig
kf5-kxmlgui,kf5-kauth
389-ds-base-legacy-tools,nspr
pcp-export-pcp2zabbix,389-ds-base
texlive-xepersian,texlive-ifxetex
texlive-dvipng,glibc
iptstate,libnetfilter_conntrack
iptables,libnetfilter_conntrack
openscap-scanner,libselinux
apache-commons-collections-javadoc,javapackages-filesystem
usbguard-notifier,usbguard
kde-settings,breeze-icon-theme
kf5-knotifications,qt5-qtbase-gui
system-lsb,system-lsb-desktop
texlive-ucs,perl-Data-Dumper
mutter,libXdamage
emacs,libjpeg-turbo
texlive-memoir,texlive-kpathsea
ipa-client-samba,samba-common-tools
kwin-common,kf5-plasma
setroubleshoot,python3-gobject
rubygem-bson,rubygem-bigdecimal
deepin-manual,qt5-qtwebengine
bind-libs,libcom_err
thermald,bash
gedit-plugins,gedit-plugin-colorschemer
xterm-resize,ncurses-libs
pcp-testsuite,pcp-pmda-roomtemp
evolution-data-server,libicu
kf5-knewstuff,kf5-kxmlgui
openldap-servers,libdb
libreoffice-calc,libstdc++
sssd-ldap,libref_array
xmlsec1,libxml2
texlive-metapost,libpng
emacs-lucid,libICE
mingw64-cairo,mingw64-glib2
python3-blockdev,python3-gobject-base
evolution-data-server,libgcc
java-11-alibaba-dragonwell-headless,cups-libs
perl-Test-Simple,perl-JSON-PP
qt5-qtwebengine,qt5-qtlocation
augeas,readline
libffado,glibc
libnftnl,glibc
libverto,glibc
libfdisk,glibc
libvisio,glibc
libvdpau,glibc
xmlsec1,libxslt
fcitx-gtk2,fcitx
389-ds-base-legacy-tools,perl-NetAddr-IP
convmv,perl-PathTools
apache-commons-lang3,javapackages-filesystem
boost,boost-chrono
xsane-gimp,lcms2
gstreamer1-plugins-good,gstreamer1-plugins-base
conntrack-tools,libnetfilter_queue
amanda,perl-IO
osbuild-composer,osbuild-composer-worker
perl-Term-ReadLine,perl-libs
libreport-gtk,cairo-gobject
kf5-kxmlgui,kf5-kcoreaddons
accel-config,glibc
frei0r-plugins-opencv,libstdc++
perl-File-DesktopEntry,perl-PathTools
gcc-c++,gcc
yelp,libxslt
spamassassin,perl-Digest-MD5
python3-ldb,libtevent
spamassassin,perl-Digest-SHA
nautilus,libgexiv2
pcp-import-collectl2pcp,glibc
libreoffice-graphicfilter,libmspub
python3-libdnf,librepo
tboot,bash
tog-pegasus-libs,net-snmp-libs
kwin-common,libX11
dirsplit,genisoimage
python3-sphinx,python3-requests
tigervnc-server-minimal,libXdmcp
kf5-kdelibs4support-libs,kf5-kcrash
python3-ipatests,python3-coverage
kernel-modules,bash
libvirt-daemon-driver-storage-core,libtirpc
opensm,opensm-libs
libcdio-paranoia,glibc
avahi-ui,pango
abrt-gui,pango
munge,systemd
eclipse-swt,javapackages-filesystem
spec-version-maven-plugin,javapackages-filesystem
dblatex,texlive-base
ibus-m17n,gtk3
kwin-wayland,libxcb
gnuplot,pango
autofs,cyrus-sasl-lib
texlive-amscls,texlive-latex
cronie,systemd
perl,perl-Pod-Escapes
git-daemon,bash
llvm-libs,glibc
lvm2-libs,glibc
lz4-java-javadoc,javapackages-filesystem
maven-doxia-sitetools-javadoc,javapackages-filesystem
pango,cairo
perl-DirHandle,perl
libdap,openssl-libs
libssh,openssl-libs
perl-PathTools,perl-Errno
libzip,openssl-libs
libdnf,openssl-libs
thunderbird,bash
xorg-x11-drv-libinput,glibc
perl-Pod-Perldoc,perl-interpreter
xdg-user-dirs-gtk,cairo-gobject
zziplib-utils,glibc
abrt-tui,satyr
abrt-gui,satyr
libblockdev-vdo,libblockdev-utils
gnome-font-viewer,gnome-desktop3
libblockdev-lvm,libblockdev-utils
libdwarf-tools,glibc
libblockdev-kbd,libblockdev-utils
fence-agents-brocade,openssh-clients
vsftpd,bash
qt5-qtwayland-examples,qt5-qtbase
postfix-pgsql,postfix
389-ds-base-libs,glibc
xorg-x11-fonts-cyrillic,bash
maven-archiver,plexus-archiver
gmock,gtest
gettext,ncurses-libs
qemu-kvm,qemu-kvm-block-curl
onboard,libstdc++
qemu-guest-agent,systemd
parfait,unit-api
qt5-qtwebengine-examples,glibc
389-ds-base,cyrus-sasl-lib
389-ds-base,cyrus-sasl-md5
dyninst,tbb
deepin-screen-recorder,dtkgui
gegl,libstdc++
libreoffice-core,bash
libreoffice-base,bash
perl-DBD-Pg,perl-version
gitweb,perl-Digest-MD5
ee4j-parent,javapackages-filesystem
rls,zlib
perl-Class-Method-Modifiers,perl-libs
python3-ipaclient,ipa-common
qt5-qtquickcontrols,glibc
libwbclient,bash
maven-local,xmvn-minimal
x3270-text,openssl-libs
gnome-control-center,gnome-desktop3
kde-settings-plasma,bash
fuse-overlayfs,libgcc
libkcapi-hmaccalc,glibc
pcp-testsuite,pcp-pmda-smart
gvfs-mtp,libgudev
gstreamer1-plugins-good,libdv
google-noto-sans-tagalog-fonts,bash
smartmontools,libgcc
gpac-libs,libjpeg-turbo
pcp-zeroconf,pcp-pmda-dm
tracker,bash
usbguard-selinux,selinux-policy-targeted
dovecot-pigeonhole,dovecot
libreoffice-gtk3,gdk-pixbuf2
tlog,json-c
java-11-openjdk-devel-fastdebug,glibc
java-17-openjdk-devel-fastdebug,glibc
perl,perl-IPC-SysV
cups-ipptool,zlib
fence-agents-ibm-powervs,platform-python
samba-common-tools,libtdb
gnome-boxes,tracker
texlive-texlive-en,texlive-base
e2fsprogs,fuse-libs
perl-Sys-CPU,glibc
gcc-toolset-10-systemtap-initscript,bash
teckit,libstdc++
gcc-toolset-11-systemtap-initscript,bash
mesa-dri-drivers,libdrm
texlive-dvips,bash
python38-mod_wsgi,python38
libreoffice-langpack-sv,mythes-sv
gtksourceview3,cairo
texlive-collection-latexrecommended,texlive-fancybox
gedit,pango
libreoffice-gtk3,libSM
java-1.8.0-openjdk-headless-fastdebug,javapackages-filesystem
hwloc-plugins,libxml2
open-vm-tools-sdmp,grep
texlive-collection-latexrecommended,texlive-l3packages
maven-plugin-testing,maven-parent
docbook2X,OpenIPMI-perl
mysql-server,numactl-libs
perl-Locale-Maketext,perl-libs
perl-Compress-Bzip2,perl
culmus-simple-clm-fonts,culmus-fonts-common
gnome-shell,at-spi2-atk
emacs,libtiff
python2-virtualenv,python2-setuptools
deepin-screen-recorder,libstdc++
python3-virtualenv,python3-setuptools
gnome-autoar,atk
udisks2-qt5,libgcc
python3-sss,libcollection
texlive-xltxtra,texlive-realscripts
ppp,bash
lorax-composer,git
maven-shared,java-1.8.0-openjdk-headless
java-1.8.0-alibaba-dragonwell-javadoc-zip,chkconfig
sssd,python3-sssdconfig
openssl-pkcs11,glibc
pki-ca,pki-server
perl-Sys-Guestfs,perl
xmvn-minimal,xmvn-api
qgpgme,gpgme
java-11-alibaba-dragonwell-slowdebug,libXi
java-11-alibaba-dragonwell-fastdebug,libXi
libguestfs-javadoc,libguestfs
gnutls-dane,unbound-libs
deepin-image-viewer,qt5-qtbase-gui
turbojpeg,glibc
urw-base35-gothic-fonts,xorg-x11-server-utils
lvm2-libs,device-mapper-libs
libreswan,nss-softokn
imlib2-id3tag-loader,zlib
dleyna-connector-dbus,glib2
rpm-build-libs,libzstd
libguestfs-tools,perl-Pod-Usage
softhsm,libgcc
deepin-screen-recorder,hicolor-icon-theme
bind-libs-lite,json-c
xorg-x11-server-Xephyr,xcb-util-keysyms
eog,glib2
texlive-makeindex,glibc
metacity,libgtop2
opencryptoki,glibc
xcb-util,libxcb
deepin-compressor,dtkgui
libvirt-lock-sanlock,libgcc
m17n-lib,m17n-db
python3-libmount,libmount
vdo-support,zlib
gcc-toolset-10-binutils,coreutils
gcc-toolset-11-binutils,coreutils
gnome-shell,mutter
peripety,systemd-libs
fdo-init,tpm2-tss
kf5-frameworkintegration,kf5-knewstuff
eog,glibc
podman,conmon
google-noto-sans-old-persian-fonts,google-noto-fonts-common
NetworkManager-team,libgcc
vapoursynth-plugins,tesseract
deepin-log-viewer,dde-qt-dbus-factory
dleyna-connector-dbus,glibc
perl-Tk,perl-Text-Tabs+Wrap
fence-virtd-serial,fence-virtd
net-snmp,perl-IO
dropwatch,glibc
sssd-ad,glibc
texlive-underscore,texlive-base
bind-pkcs11-libs,libxml2
pcp-testsuite,libstdc++
maven-plugins-pom,java-1.8.0-openjdk-headless
freerdp,libXi
subversion-tools,bash
freerdp,libXv
emacs-lucid,libotf
perl,perl-Sys-Hostname
texlive-crop,texlive-base
libnetfilter_conntrack,libmnl
imsettings-xim,gdk-pixbuf2
libguestfs-tools-c,libvirt-libs
rear,dhcp-client
qt5-qtwebengine-examples,qt5-qtwebengine
gom,glibc
evolution-pst,libX11
vinagre,avahi-ui-gtk3
systemtap-runtime-virtguest,grep
libproxy-webkitgtk4,glib2
php-xmlrpc,glibc
perl-YAML-Syck,perl-interpreter
perl-HTML-Tree,perl-interpreter
perl-YAML-Tiny,perl-interpreter
libdde-file-manager,dtkcore
netconsole-service,glibc-common
perl-SelectSaver,perl
libreoffice-langpack-bn,gnu-free-sans-fonts
libreoffice-langpack-pa,gnu-free-sans-fonts
purple-sipe,libnice
libreoffice-langpack-ml,gnu-free-sans-fonts
libreoffice-langpack-hi,gnu-free-sans-fonts
libreoffice-langpack-as,gnu-free-sans-fonts
libreoffice-langpack-mr,gnu-free-sans-fonts
texlive-ncntrsbk,texlive-kpathsea
emacs-terminal,bash
freeradius,openssl-libs
gom,glib2
easymock,javapackages-filesystem
libproxy-webkitgtk4,glibc
parfait,jackson-core
bacula-storage,libstdc++
xorg-x11-server-Xwayland,libxshmfence
papirus-icon-theme,bash
texlive-tex-gyre,texlive-hyphen-base
hamcrest,qdox
java-1.8.0-openjdk-devel-slowdebug,chkconfig
system-lsb-languages,perl-Locale-Codes
eclipse-platform,apache-commons-logging
tracker-miners,libjpeg-turbo
samba-common-tools,openldap
skopeo,libassuan
texlive-multirow,texlive-kpathsea
postfix-pgsql,libpq
texlive-cjk,texlive-latex
perl-base,perl-Carp
389-ds-base,perl-IO-Compress
deepin-pw-check,cairo
libmusicbrainz5,neon
libblockdev-plugins-all,libblockdev-crypto
libblockdev-plugins-all,libblockdev-mdraid
libfabric,libnl3
opencv-core,zlib
intel-gpu-tools,libXv
python3-libuser,libuser
util-linux-user,util-linux
openbox,pango
rpm-plugin-syslog,popt
rpm-mpi-hooks,bash
texlive-collection-xetex,texlive-realscripts
perl-Sub-Exporter-Progressive,perl-Sub-Exporter
python39-libs,libuuid
php-gmp,gmp
perl-Eval-Closure,perl-interpreter
libknet1-crypto-plugins-all,libknet1-crypto-nss-plugin
libstoragemgmt,libgcc
quota-warnquota,libtirpc
libreoffice-x11,libXrender
webkit2gtk3,libgpg-error
perl-DateTime-Format-Strptime,perl-constant
cyrus-imapd,pcre
java-17-openjdk-slowdebug,java-17-openjdk-headless-slowdebug
java-11-openjdk-slowdebug,java-11-openjdk-headless-slowdebug
perl,perl-I18N-Collate
perl-CPAN-Meta,perl-Exporter
polkit-qt5-1,glibc
libreoffice-gtk3,atk
libreport-plugin-bugzilla,json-c
libiec61883,libraw1394
pcp-pmda-bind2,perl-XML-LibXML
perl,perl-meta-notation
ipset,glibc
go-gir-generator,glibc
python3-justbytes,python3-justbases
kf5-kdelibs4support,kf5-kcrash
kf5-kio-core,qt5-qtbase
perl-XML-SAX,perl
maven-surefire-javadoc,javapackages-filesystem
webkit2gtk3,libstdc++
wget,gpgme
xdg-desktop-portal,pipewire-libs
gegl04,lcms2
python3-dasbus,python3-gobject-base
stratisd-dracut,libgcc
go-gir-generator,glib2
pcp-pmda-activemq,perl-Digest-MD5
virt-what,bash
corosync-vqsim,libknet1
texlive-hyph-utf8,texlive-kpathsea
polkit-qt5-1,glib2
dde,deepin-compressor
audit-libs,libcap-ng
libsndfile,gsm
rpm-build-libs,ModemManager
mariadb,openssl-libs
mutt,krb5-libs
libexttextcat,glibc
polkit,pam
slf4j-jdk14,javapackages-filesystem
perl-Mail-Sender,perl-MIME-Base64
perl-Authen-SASL,perl-Digest-MD5
python38-libs,sqlite-libs
perl-File-Listing,perl-Exporter
python3-networkx-core,python3-pyyaml
ostree-libs,libmount
libblockdev-utils,glib2
httpcomponents-core-javadoc,javapackages-filesystem
xorg-x11-apps,libSM
libreoffice-core,mythes
perl-Parse-PMFile,perl-PathTools
usbguard,protobuf
subversion-gnome,subversion
mimetic,glibc
libblockdev-utils,glibc
libradosstriper1,nspr
python3-libsemanage,platform-python
soundtouch,glibc
xsane,gtk2
maven-filtering,plexus-build-api
firefox,libXrender
boost-serialization,glibc
udisks2,systemd-udev
udisks2,systemd-libs
kf5-kdelibs4support,OpenIPMI-perl
gfbgraph,rest
aom,libgcc
re2c,libgcc
vim-minimal,glibc
openscap,dbus-libs
device-mapper-event-libs,systemd-libs
gcc-toolset-9-toolchain,gcc-toolset-9-ltrace
gcc-toolset-9-toolchain,gcc-toolset-9-strace
gutenprint-plugin,atk
xdp-tools,libpcap
perl-Net-SSLeay,perl
perl-Net-Server,perl
cups-libs,krb5-libs
mariadb-server-utils,glibc
perl-Package-Stash-XS,glibc
gtkmm24,libgcc
ocaml-compiler-libs,ocaml
gtkmm30,libgcc
nbdkit-xz-filter,libgcc
gnome-screenshot,libX11
krb5-server-ldap,libselinux
python3-wx-siplib,libgcc
pcp-pmda-zswap,pcp-libs
libvirt-daemon-driver-interface,libvirt-libs
pcp-pmda-denki,pcp-libs
pcp-pmda-trace,pcp-libs
pcp-pmda-ds389,pcp-libs
pcp-pmda-bind2,pcp-libs
pcp-pmda-named,pcp-libs
pcp-pmda-nginx,pcp-libs
lshw-gui,sqlite-libs
pcp-pmda-redis,pcp-libs
pavucontrol,libcanberra-gtk3
lightdm,audit-libs
netpbm-progs,jasper-libs
tex-fonts-hebrew,texlive-kpathsea
sendmail,krb5-pkinit
mingw64-gstreamer1,mingw64-glib2
mingw32-gstreamer1,mingw32-glib2
texlive-tex4ht,perl-libs
fontforge,cairo-gobject
deepin-log-viewer,libgcc
texlive-xmltex,texlive-pdftex
compat-libgfortran-48,libquadmath
rhythmbox,libtdb
libdde-file-manager,qt5-qtmultimedia
theora-tools,libvorbis
libreoffice-graphicfilter,libstdc++
dde-file-manager,libdde-file-manager
libreport-plugin-bugzilla,libproxy
samba-client-libs,samba-common-libs
sane-backends-daemon,shadow-utils
ant-apache-resolver,ant
LibRaw,libjpeg-turbo
pacemaker,libqb
kf5-kbookmarks,kf5-kwidgetsaddons
bacula-director,libcap
texlive-collection-latexrecommended,texlive-typehtml
openssh-clients,libcom_err
foomatic,perl
libmusicbrainz5,libstdc++
perl-Net-DNS,perl-Exporter
google-noto-serif-khmer-fonts,google-noto-fonts-common
google-noto-serif-tamil-fonts,google-noto-fonts-common
libtpms,openssl-libs
libserf,openssl-libs
libcurl,openssl-libs
cyrus-sasl-plain,cyrus-sasl-lib
librhsm,openssl-libs
librepo,openssl-libs
libsolv,openssl-libs
python3-sss,libunistring
nmstate-libs,libgcc
jxrlib,glibc
lapack64,blas
dotnet-sdk-5.0,dotnet-runtime-5.0
sat4j,java-1.8.0-openjdk-headless
mariadb-connector-c,openssl-libs
gpac,xz-libs
sisu-plexus,plexus-classworlds
perl-Devel-CallChecker,perl-parent
stratis-cli,platform-python
kf5-kio-gui,kf5-kio-core
deepin-fcitxconfigtool-plugin,bash
crash,binutils
xorg-x11-server-Xnest,libXau
flatpak,dconf
xorg-x11-server-Xnest,pixman
dde-launcher,bash
ftp,glibc
openblas-Rblas,glibc
mesa-libEGL,libwayland-client
amanda-server,libcurl
python3-wheel,python36
pidgin,gstreamer1-plugins-base
gstreamer1-plugins-bad-free,gstreamer1-plugins-base
libgs,libidn
rpcbind,glibc-common
plexus-io,plexus-utils
perl-interpreter,perl-threads-shared
xmlsec1-gcrypt,glibc
gcc-toolset-10-dyninst,boost-system
gcc-toolset-11-dyninst,boost-system
xorg-x11-server-Xnest,libX11
munge,libgcc
perl-Crypt-OpenSSL-RSA,glibc
google-gson,javapackages-filesystem
python3-systemd,libgcc
subversion-libs,libxcrypt
matchbox-window-manager,glibc
subversion-perl,libxcrypt
kacst-decorative-fonts,kacst-fonts-common
dde-clipboard,libgio-qt
openssh-clients,openssh
firefox,libX11
tigervnc-server-minimal,libXau
abrt-addon-pstoreoops,bash
perl-Sys-MemInfo,perl-interpreter
imlib2-id3tag-loader,libXext
cheese,libwayland-egl
unique,glibc
protobuf-compiler,glibc
flatpak,libsoup
qt5-qtquickcontrols2,glibc
avahi-glib,glibc
hyphen-de,hyphen
texlive-environ,texlive-trimspaces
libsolv-tools,rpm-libs
nispor,bash
tracker-miners,libxml2
memcached,bash
firefox,libgcc
firefox,libxcb
kf5-kdeclarative,kf5-kconfig-gui
memcached,perl
perl-Package-DeprecationManager,perl-libs
unique,glib2
xmvn-minimal,xmvn-core
matchbox-window-manager,glib2
java-11-alibaba-dragonwell-headless-fastdebug,lcms2
transfig,libXpm
rpm-plugin-systemd-inhibit,glibc
dde-dock-onboard-plugin,libstdc++
onboard,hunspell
libmbim-utils,bash
varnish,systemd
libreoffice-langpack-sk,mythes-sk
python3-docutils,389-ds-base
yelp,cairo
avahi-glib,glib2
pinentry-gnome3,libassuan
gcc-toolset-9-systemtap-initscript,bash
perl,perl-IO-Compress
texlive-tetex,perl-libs
bind-utils,openssl-libs
libtool,info
libcdio,info
totem,clutter
pcp,readline
volume_key,cryptsetup-libs
mercurial,python2-libs
texlive-tipa,texlive-hyphen-base
nautilus,cairo-gobject
postgresql,zlib
cdrdao,libvorbis
python3-pcp,glibc
gvfs-archive,bash
kf5-kio-core,kf5-kconfig-gui
kf5-kplotting,libgcc
pulseaudio-module-x11,speexdsp
mesa-vdpau-drivers,zlib
openjade,libgcc
openscap,libgcc
gnome-initial-setup,libdrm
gdm,gnome-session
numatop,numactl-libs
numactl,numactl-libs
perl-DateTime-Locale,perl-File-ShareDir
openscap,libacl
dde,dde-polkit-agent
inkscape-view,inkscape
python3-virtualenv,python36
gcc-offload-nvptx,zlib
compat-openssl10,make
pacemaker-libs,gnutls
sssd-common-pac,pcre2
bind-libs,protobuf-c
xorg-x11-drivers,xorg-x11-drv-qxl
qt5-qtsensors-examples,qt5-qtdeclarative
targetcli,target-restore
f32-backgrounds-kde,f32-backgrounds-base
python2-cairo,cairo
python3-cairo,cairo
dde-file-manager,glib2
libdb-sql,libdb
maven-plugin-bundle,plexus-build-api
boost-atomic,glibc
libreport-web,xmlrpc-c
libblockdev-fs,libblkid
guava20-testlib,jsr-305
libreoffice-langpack-pt-PT,hunspell-pt
swtpm-tools-pkcs11,bash
ipa-server-trust-ad,libsss_idmap
mpv,zlib
maven-plugin-tools-generators,javapackages-filesystem
slf4j-sources,apache-commons-logging
ibus-table-chinese-cantonese,ibus-table-chinese
python3-lib389,iproute
maven-hawtjni-plugin,maven-project
clutter,libXrandr
gcc-toolset-11-toolchain,gcc-toolset-11-binutils
gcc-toolset-10-toolchain,gcc-toolset-10-binutils
dde-file-manager,deepin-anything-server
nginx,glibc
dde-file-manager,glibc
texlive-koma-script,texlive-kpathsea
xmlsec1-gcrypt,libgcrypt
sssd-ipa,shadow-utils
relaxngDatatype,javapackages-filesystem
perl-MailTools,perl-TimeDate
lm_sensors-sensord,rrdtool
java-11-openjdk-fastdebug,java-11-openjdk-headless-fastdebug
java-17-openjdk-fastdebug,java-17-openjdk-headless-fastdebug
mythes,libgcc
qt5-doctools,clang-libs
openwsman-server,libcurl
openbox-libs,libXft
cups,systemd-libs
nano,ncurses-libs
gedit-plugin-textsize,libpeas-loader-python3
plymouth-plugin-two-step,plymouth-core-libs
rpm-mpi-hooks,environment-modules
gutenprint-plugin,gimp
kf5-syntax-highlighting,libstdc++
libreoffice-core,dbus-libs
kf5-kbookmarks,kf5-kxmlgui
parted,libsepol
abrt-addon-vmcore,util-linux
dde,deepin-sound-theme
libpinyin,kyotocabinet-libs
libzhuyin,kyotocabinet-libs
gnome-desktop3,bubblewrap
OpenIPMI-lanserv,OpenIPMI
open-vm-tools,sed
openmpi,pmix
texlive-lualatex-math,texlive-etoolbox
texlive-t2,texlive-tools
pki-symkey,glibc
pulseaudio-utils,libSM
tex-fonts-hebrew,culmus-david-clm-fonts
deepin-image-viewer,glibc
sblim-gather,sblim-sfcb
microdnf,rpm-libs
python2-pytz,python2
dde-api,pulseaudio-libs
setroubleshoot-server,audit-libs
libbase,java-1.8.0-openjdk-headless
pinentry,ncurses-libs
gdm,anolis-logos
xalan-j2-javadoc,javapackages-filesystem
perl-Package-Generator,perl
osbuild,curl
jimtcl,glibc
python3-mod_wsgi,glibc
unique,pango
postfix-pcre,postfix
authselect-libs,coreutils
gcc-toolset-11-toolchain,gcc-toolset-11-make
gcc-toolset-10-toolchain,gcc-toolset-10-make
abrt,libreport
nbdkit-curl-plugin,libcurl
texlive-luatex,coreutils
chkconfig,libsepol
python3-hivex,hivex
openssh-keycat,libxcrypt
perl,perl-blib
texlive-texlive.infra,perl-constant
pavucontrol,pangomm
java-1.8.0-alibaba-dragonwell-fastdebug,libpng
speech-dispatcher,systemd
dbus-daemon,libselinux
qt5-qtxmlpatterns,qt5-qtdeclarative
time,ModemManager
cdrdao,glibc
gcc-toolset-10-build,gcc-toolset-10-runtime
deepin-image-viewer,dtkwidget
kf5-knotifications,qt5-qtx11extras
openmpi,libevent
perl-Params-Check,perl
dracut-network,iproute
libreoffice-ure,libreoffice-ure-common
sisu-javadoc,javapackages-filesystem
libwayland-egl,glibc
linuxdoc-tools,perl-libs
lorax-composer,qemu-img
python3-pyodbc,libgcc
openbox-libs,pango
gnutls-c++,p11-kit
vim-X11,libSM
vulkan-loader,mesa-vulkan-drivers
nfs4-acl-tools,libattr
jakarta-oro,javapackages-filesystem
libvirt-daemon-driver-network,bash
deepin-screen-recorder,qt5-qtbase
si-units,unit-api
qemu-kvm-core,zlib
perl-Term-Size-Perl,perl-interpreter
lshw,libgcc
sssd-common,pcre2
system-storage-manager,which
389-ds-base,openssl-perl
deepin-image-viewer,libgcc
libstoragemgmt-arcconf-plugin,platform-python
libmount,libselinux
mariadb-server-galera,lsof
kwin-wayland,mesa-libgbm
cyrus-imapd,jansson
texlive-xunicode,texlive-kpathsea
lldpd,net-snmp-agent-libs
setools-gui,platform-python
system-lsb-languages,perl-Sys-Syslog
plexus-containers-container-default,plexus-utils
perl-libnet,perl-Errno
maven-remote-resources-plugin,maven-artifact-resolver
dleyna-core,glibc
cockpit,cockpit-bridge
containers-common,runc
perl-TermReadKey,perl
maven-doxia-sitetools,xml-commons-apis
hunspell-cop,hunspell
kde-settings,pam
google-noto-sans-syriac-western-fonts,bash
libloader,java-1.8.0-openjdk-headless
glassfish-jaxb-core,javapackages-filesystem
